ID,Carats,Cert,Clarity,Color,Cut,Depth,Fluroescence,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Price,Retail,Proj Profit,Profit Perc
5022,1.5,AGSL,VVS2,D, ,61.3,None,,7.3x7.37x4.5,Excellent,Canada,Round,Excellent,60,2,,"$28,602","$42,202","$13,600",48%
5029,2.02,AGSL,SI1,D, ,61.4,Faint,,8.13x8.16x5, ,Russia,Round, ,58,2,,"$36,741","$40,614","$3,874",11%
5031,2.04,AGSL,VS1,G, ,62.3,Medium Bl..,FALSE,8.07x8.1x5.04,Excellent,Russia,Radiant,Excellent,57,2,,"$35,347","$42,497","$7,151",20%
5033,2.64,AGSL,SI1,I, ,60.3,None,,8.94x8.96x5.4,Excellent,Russia,Round,Excellent,,2,,"$39,519","$50,255","$10,736",27%
5035,2,AGSL,SI1,E, ,58.4, ,,8.19*8.28x4.81,Excellent,DR Congo,Round,Excellent,61,4,,"$42,089","$30,583","-$11,506",-27%
5036,1.31,AGSL,IF,D, ,62.5,None,,6.98x7x4.37,Excellent,Other/Unknown,Round,Excellent,57,4,"$28,865","$26,241","$53,273","$27,032",103%
5037,2,AGSL,VS2,F, ,,Faint,,7.88x7.92x5.09, ,Russia,Round, ,,4,,"$28,437","$38,122","$9,686",34%
5040,1.33,AGSL,IF,D, ,,,,7x7.05X4.35, ,Russia,Oval, ,59,4,"$27,099","$24,635","$49,985","$25,350",103%
5051,2.2,,SI1,F, ,62.4,,,8.28x8.31x5.17, ,Botswana,Radiant, ,,4,,"$26,339","$34,800","$8,462",32%
5054,2.01,AGSL,SI1,F, ,62.4,None,,8.05x8.08x5.03,Excellent,DR Congo,Oval,Excellent,,2,,"$28,457","$32,052","$3,595",13%
5055,3.06,AGSL,SI2,J, ,62.3, ,,9.25x9.28x5.77,Excellent,Russia,Oval ,Excellent,56,2,,"$37,085","$47,595","$10,511",28%
5057,2.41,AGSL,SI2,G, ,60.9,None,,8.64x8.76x5.3, ,Russia,Round, ,61,2,,"$27,300","$33,373","$6,073",22%
5064,3.52,,SI1,K, ,64.5,None,,9.61X9.45x6.15,Excellent,DR Congo,Round,Very good,54,2,,"$35,128","$55,261","$20,133",57%
5077,2.5,AGSL,SI1,H, ,62.1, ,,8.63x8.69x5.38,Excellent,Botswana,Asscher,Excellent,58,2,,"$29,407","$46,958","$17,551",60%
5080,2.07,AGSL,VS2,E, ,62.1,Strong Bl..,,8.16X8.21x5.08,Very good,Russia,Oval,Very good,57,2,,"$29,606","$42,708","$13,102",44%
5082,2.1,AGSL,SI1,E, ,,Strong Bl..,,8.22x8.27x5.04,Excellent,Canada,Round,Excellent,60,2,,"$27,264","$36,408","$9,144",34%
5089,3.02,AGSL,VVS2,M, ,,Medium,,9.28x9.24x5.7,Excellent,DR Congo,Round,Excellent,59,2,,"$36,552","$49,179","$12,627",35%
5094,3.03,GemEx,SI1,J, ,62.7,None,,9.21x9.18x5.77,Excellent,Australia,Marwuise,Excellent,,2,,"$39,660","$62,108","$22,449",57%
5099,2.51,AGSL,VS2,H, ,62.8, ,,8.57x8.64x5.41,Excellent,Russia,Round,Very good,56,2,,"$32,721","$49,327","$16,606",51%
5106,3.7,AGSL,SI2,K, ,60.2,,,9.96x10.02x6.02, ,Botswana,Radiant, ,60,2,,"$30,851","$39,453","$8,602",28%
5111,2.2,GemEx,VS1,H, ,62.4,None,,8.25x8.3x5.17,Excellent,Angola,Round,Excellent,57,2,,"$34,843","$41,128","$6,285",18%
5112,1.51,AGSL,VVS1,D, ,,None,,7.44*7.38x4.51,Excellent,Australia,Round,Excellent,,2,,"$34,278","$43,608","$9,330",27%
5113,1.76,AGSL,VVS2,D, ,61.8,None,,7.74x7.76x4.79, ,Zimbabwe,Marquise, ,,2,,"$38,023","$55,554","$17,531",46%
5114,2.51,AGSL,SI1,H, ,61.5,Faint,,8.8x8.78x5.41,Excellent,Russia,Princess,Excellent,,2,,"$28,875","$45,014","$16,139",56%
5119,3.52,AGSL,SI2,J, ,63.6, ,,9.59x9.66x6.12,Excellent,Russia,Round,Excellent,,2,,"$43,943","$55,514","$11,571",26%
5120,3.4,AGSL,SI1,K, ,,,,9.54x9.6x6.01, ,Angola,Emerald, ,56,2,"$32,566","$29,605","$52,637","$23,032",78%
5122,2.5,AGSL,VS2,H, ,, ,,8.62x8.66x5.37,Excellent,South Africa,Round,Excellent,,2,,"$30,722","$51,824","$21,102",69%
5123,2.2,AGSL,SI1,D, ,61.1,None,,8.33x8.37x5.1, ,Russia,Oval , ,61,2,,"$36,398","$51,145","$14,747",41%
5124,2.29,,VVS2,H, ,,Faint,,8.38x8.43x5.24, ,Botswana,Oval, ,,4,,"$30,163","$41,287","$11,124",37%
5126,2,AGSL,VS1,D, ,64.6,Medium Bl..,,7.77x7.91x5.06, ,DR Congo,Radiant, ,57,2,,"$38,972","$53,736","$14,764",38%
5135,4.18,AGSL,SI2,L, ,62.9,Strong Bl..,,10.27x10.31x6.47,Excellent,Australia,Round,Excellent,55,2,,"$46,912","$56,467","$9,556",20%
5138,2.01,AGSL,VS1,F,Good,62.5,None,FALSE,7.95x8.07x5.01,Very good,Russia,Marquise,Good,59,2,,"$33,578","$36,976","$3,398",10%
5139,3.03,AGSL,VS1,J, ,60.1,Medium Bl..,,9.37X9.45x5.66,Excellent,Russia,Pear,Excellent,,2,"$57,064","$51,876","$111,076","$59,200",114%
5145,2,AGSL,VVS1,F, ,62.6,Medium Bl..,,8.01x8.06x5.03, ,Botswana,Round, ,56,2,,"$35,490","$41,871","$6,381",18%
5147,2.46,AGSL,SI1,F, ,62.5, ,,8.62x8.66x5.4,Excellent,Russia,Round,Excellent,56,2,,"$34,842","$50,448","$15,607",45%
5148,2.14,AGSL,VS1,E, ,60.4,Strong Bl..,,8.33x8.37X5.04,Excellent,Russia,Round,Excellent,59,2,,"$42,574","$55,150","$12,577",30%
5150,2.2,AGSL,VS2,E, ,62.6, ,FALSE,8.32x8.36x5.22,Excellent,Russia,Princess,Excellent,,2,,"$42,530","$50,332","$7,802",18%
5151,3.4,AGSL,VS2,J, ,60,Medium Bl..,,9.72x9.75x5.84, ,Angola,Round, ,60,2,,"$65,643","$103,057","$37,414",57%
5159,2.45,AGSL,VS1,G, ,59, ,FALSE,8.87x8.94x5.25,Excellent,Russia,Emerald,Excellent,60,2,,"$47,761","$59,098","$11,337",24%
5161,3.5,AGSL,SI1,J, ,, ,,9.61x9.65x6.06,Excellent,South Africa,Round,Excellent,,2,,"$50,259","$58,622","$8,363",17%
5164,3.51,AGSL,SI2,I, ,62.2, ,,9.72x9.76x6.06,Excellent,Russia,Round,Excellent,,2,,"$44,674","$68,855","$24,181",54%
5171,2.76,AGSL,SI1,E, ,62.8,Medium Bl..,,8.92x8.97x5.62,Excellent,Canada,Round,Excellent,56,2,,"$54,178","$70,016","$15,838",29%
5174,4.01,AGSL,VS1,L, ,,Medium Bl..,,10.05x10.13x6.33, ,Russia,Round, ,56,2,,"$51,248","$85,440","$34,193",67%
5180,2.06,AGSL,VS1,E, ,61.6, ,,8.1*8.17x5.01,Very good,Botswana,Emerald,Excellent,59,2,,"$51,016","$51,044",$28,0%
5181,3.14,AGSL,SI2,G, ,61.4, ,,9.38x9.41x5.77,Excellent,South Africa,Emerald,Excellent,,2,,"$47,397","$62,168","$14,771",31%
5190,3.01,AGSL,SI2,E, ,, ,,9.1x9.17x5.73,Very good,Canada,Oval,Excellent,,2,,"$52,255","$75,890","$23,635",45%
5192,3.48,AGSL,SI2,G, ,62.3,Very Smal..,,9.65x9.71x6.03,Excellent,Russia,Oval,Very good,57,2,,"$49,521","$72,382","$22,861",46%
5193,2.03,AGSL,VVS2,F, ,61.1,Faint,,8.18x8.23x5.01,Excellent,Angola,Princess,Excellent,57,2,,"$42,994","$47,764","$4,770",11%
5194,2.03,AGSL,VVS2,D, ,61.5,Medium Bl..,,8.13x8.17x5.01, ,Australia,Round, ,,2,,"$51,314","$64,524","$13,210",26%
5208,3.25,AGSL,VS1,J, ,59.9,None,,9.64x9.67x5.78, ,Angola,Asscher, ,59,2,"$57,536","$52,305","$107,568","$55,263",106%
5212,2.33,AGSL,VS1,E, ,,None,,8.44x8.47x5.26,Excellent,Russia,Round,Excellent,57,2,,"$62,958","$67,777","$4,820",8%
5215,3.1,AGSL,VS2,J, ,61.8,None,,9.35x9.38x5.79,Excellent,Canada,Asscher,Excellent,,2,,"$49,057","$82,231","$33,174",68%
5220,3.2,AGSL,VS2,J, ,59.7,Medium,,9.62x9.57x5.73,Excellent,Botswana,Oval,Excellent,59,2,"$62,875","$57,159","$103,163","$46,004",80%
5222,4.03,AGSL,VS2,K, ,63.8,Faint,,10.01*10x6.38,Excellent,South Africa,Asscher,Excellent,59,2,,"$62,748","$90,754","$28,006",45%
5223,4.13,AGSL,SI2,J, ,60.3,Faint,,10.37x10.43x6.27, ,Russia,Asscher, ,62,2,"$55,688","$50,626","$128,503","$77,877",154%
5224,3.01,AGSL,VS2,I, ,,Faint,FALSE,9.14x9.2x5.76,Excellent,Canada,Round,Excellent,,2,,"$45,599","$73,473","$27,874",61%
5226,2.01,AGSL,VVS2,E, ,63.3,None,,8x8.06x5.08,Excellent,Canada,Round,Excellent,55,2,,"$44,787","$64,171","$19,384",43%
5227,3.76,AGSL,SI2,G, ,,Medium Bl..,,9.9x9.95x6.22,Excellent,DR Congo,Emerald,Excellent,,2,,"$47,090","$71,740","$24,651",52%
5232,4.01,AGSL,SI1,J, ,61.9,None,,10.12x10.18x6.28,Excellent,DR Congo,Princess,Excellent,59,2,,"$49,669","$43,915","-$5,755",-12%
5233,2.01,AGSL,VS1,D, ,59.9,None,,8.1x8.13x4.86,Excellent,Other/Unknown,Round,Excellent,61,2,,"$45,476","$74,721","$29,245",64%
5234,2.01,AGSL,IF,E, ,, ,,8.18x8.25x4.95,Excellent,South Africa,Marquis,Very good,60,2,,"$59,497","$53,335","-$6,162",-10%
5235,3.25,AGSL,VVS1,K, ,61.7,Medium,,9.51x9.47x5.86,Excellent,Canada,Round,Excellent,59,2,,"$53,698","$85,021","$31,323",58%
5236,4.25,GemEx,VS2,K, ,62.4,Medium Bl..,,10.36-10.31x6.45,Excellent,DR Congo,Round,Excellent,57,2,,"$73,953","$78,477","$4,525",6%
5243,4.05,AGSL,SI1,J, ,, ,,10.16x10.25x6.38,Excellent,Canada,Oval,Excellent,,2,,"$54,871","$55,707",$836,2%
5245,3.71,AGSL,SI2,F, ,, ,,9.75x9.78x6.09,Very good,Canada,Oval,Excellent,,2,,"$46,678","$67,247","$20,569",44%
5248,3.01,AGSL,VS2,H, ,59.2,,,9.45x9.43x5.59,Excellent,South Africa,Princess,Excellent,60,2,,"$72,082","$99,752","$27,671",38%
5252,4.28,AGSL,VS2,K, ,,,,10.68x10.73x6.3,Very good,Australia,Round,Very good,,2,,"$106,549","$161,319","$54,770",51%
5255,2.07,GemEx,VS1,D, ,62.2,Faint,,8.15x8.18x5.08,Excellent,Russia,Princess,Excellent,56,2,,"$45,121","$75,831","$30,710",68%
5257,3.02,AGSL,SI1,G, ,61.2,None,,9.27x9.32x5.69,Excellent,Angola,Marquise,Excellent,56,2,,"$53,240","$46,544","-$6,696",-13%
5260,2.01,AGSL,VS1,D, ,59.9,Faint,,8.14*8.25x4.91,Excellent,Canada,Round,Excellent,60,2,,"$51,859","$74,020","$22,161",43%
5263,4.85,AGSL,SI2,I,Very good,62.4,Medium Bl..,,10.63x10.76x6.67,Very good,Angola,Pear,Very good,59,2,,"$94,806","$154,056","$59,250",62%
5265,2.59,AGSL,VS2,D, ,61.1, ,TRUE,8.84x8.9x5.42,Excellent,Angola,Radiant,Excellent,58,2,"$79,328","$72,117","$129,669","$57,553",80%
5267,3.01,AGSL,VS2,G, ,62,None,,9.23x9.28x5.74,Excellent,Russia,Princess,Excellent,56,2,,"$66,630","$92,332","$25,702",39%
5271,3.14,,VS1,G, ,60.3,Strong Bl..,,9.45+9.54x5.72, ,Russia,Round, ,59,2,,"$88,943","$117,845","$28,902",32%
5274,3.05,AGSL,VS2,G, ,, ,,9.3x9.33*5.75,Excellent,Other/Unknown,Radiant,Excellent,59,2,,"$67,640","$90,793","$23,154",34%
5286,4.03,AGSL,VS2,J, ,61.1,Faint,,10.24x10.28x6.27, ,Russia,Princess, ,,2,,"$102,925","$87,290","-$15,636",-15%
5289,3.17,AGSL,VS1,I, ,62.1,None,,9.42x9.35x5.83,Excellent,Australia,Round,Excellent,59,2,,"$70,340","$108,904","$38,564",55%
5293,3.02,AGSL,VS2,G, ,,Medium Bl..,,9.4x9.47x5.51,Excellent,Russia,Round,Excellent,58,2,,"$80,627","$116,080","$35,453",44%
5294,3.2,,VS2,G, ,62.4, ,,9.4x9.45x5.88,Excellent,DR Congo,Emerald,Excellent,,2,"$105,897","$96,270","$174,221","$77,951",81%
5296,5.02,AGSL,SI2,J, ,60.4,None,,11.1x11.14X6.71, ,Russia,Radiant, ,,2,"$123,486","$112,260","$207,587","$95,327",85%
5298,3.1,AGSL,VS1,F, ,62.6,Very Smal..,,9.28x9.34x5.83,Excellent,Russia,Round,Excellent,56,2,,"$101,230","$151,910","$50,680",50%
5299,2.76,AGSL,VS2,D, ,62.2,Faint,,8.95x9.01x5.58,Excellent,DR Congo,Round,Excellent,58,2,,"$108,031","$149,910","$41,880",39%
5300,4.05,AGSL,VS2,I, ,62.7,Faint,,10.13x10.18x6.36, ,Russia,Oval, ,57,2,,"$97,238","$143,125","$45,887",47%
5306,5.51,AGSL,SI2,J, ,62.8, ,,11.19x11.27x7.05,Excellent,Botswana,Round,Excellent,56,2,"$122,867","$111,697","$403,247","$291,550",261%
5314,3.01,AGSL,VS2,E, ,62.7, ,,9.17x9.22x5.77,Excellent,Australia,Asscher,Excellent,56,2,,"$85,364","$140,293","$54,929",64%
5322,3.08,AGSL,VS1,E, ,,None,,9.26x9.3x5.79,Excellent,Russia,Princess,Excellent,,2,,"$107,291","$152,753","$45,462",42%
5324,4.01,AGSL,VS2,H, ,, ,,10.06x10.17x6.33,Excellent,Russia,Emerald,Very good,,2,,"$113,780","$176,532","$62,752",55%
5326,5.03,AGSL,SI1,I, ,, ,,10.86x10.96x6.82,Excellent,DR Congo,Round,Very good,,2,"$100,986","$91,806","$220,375","$128,570",140%
5328,4.29,AGSL,VS1,I, ,62.9,None,,10.34x10.38x6.52,Excellent,DR Congo,Round,Excellent,55,2,,"$88,847","$140,799","$51,953",58%
5335,7.01,GemEx,SI2,K, ,62.4, ,,12.2x12.23x7.62,Excellent,DR Congo,Marquise,Very good,56,2,"$162,885","$148,078","$312,437","$164,360",111%
5338,4.01,AGSL,VS2,G, ,62.9, ,,10.05x10.15x6.35,Excellent,Botswana,Asscher,Excellent,,2,,"$120,370","$182,531","$62,161",52%
5340,3.02,AGSL,VS1,E, ,59.6,Medium Bl..,,9.41x9.47x5.63,Excellent,Russia,Asscher,Excellent,,2,,"$105,056","$149,323","$44,267",42%
5345,7.17,AGSL,SI1,K, ,60.2, ,,12.52x12.56x7.55,Excellent,Botswana,Round,Excellent,60,2,"$111,756","$101,596","$357,657","$256,061",252%
5357,7.12,AGSL,SI1,J, ,60.8,None,,12.41x12.44x7.55,Excellent,South Africa,Round,Excellent,,2,"$205,009","$186,372","$400,779","$214,407",115%
5359,3.24,AGSL,IF,F, ,61.7,,,9.49x9.53x5.87, ,Russia,Round, ,59,2,,"$152,203","$234,520","$82,318",54%
5361,6.62,AGSL,SI2,H, ,, ,TRUE,12.03x12.1x7.47,Excellent,DR Congo,Round,Excellent,,2,"$246,465","$224,060","$396,212","$172,152",77%
5373,4.02,AGSL,VS2,E, ,63.1,,TRUE,10.1x10.13*6.38,Excellent,Angola,Round,Excellent,56,2,,"$161,542","$181,329","$19,787",12%
5374,7.34,AGSL,SI1,H, ,60.7,None,,12.55x12.58x7.62,Excellent,Botswana,Round,Excellent,,2,"$181,563","$165,058","$443,968","$278,910",169%
5375,10.04,AGSL,SI2,K, ,62.3,None,,13.83x13.72x8.58,Excellent,Botswana,Emerald,Very good,58,2,"$146,961","$133,601","$272,465","$138,864",104%
5382,5.09,AGSL,VS2,E, ,,None,,11.18x11.22x6.73,Excellent,Russia,Marquise,Excellent,58,2,"$259,769","$236,154","$425,052","$188,898",80%
5383,7.71,AGSL,VS2,H, ,61.4,,,12.65x12.75x7.8,Excellent,Other/Unknown,Princess,Excellent,59,2,"$193,073","$175,521","$360,898","$185,377",106%
5387,6.53,AGSL,VS2,F, ,61.2,None,,12.01x12.06x7.37,Excellent,Australia,Round,Excellent,58,2,,"$276,477","$414,477","$138,000",50%
5390,3.72,AGSL,IF,D, ,,None,,10.06x10.09x6.1,Excellent,DR Congo,Round,Excellent,,2,,"$278,095","$348,649","$70,554",25%
5396,2.01,AGSL,SI2,J,Very good,63.9,None,,7.9x7.96x5.07,Excellent,Australia,Oval,Excellent,57,4,,"$14,719","$16,816","$2,097",14%
5402,0.72,AGSL,SI2,E,Very good,63.3,None,,5.65x5.69x3.59,Excellent,Russia,Round,Excellent,56,2,,"$2,838","$4,853","$2,015",71%
5403,1.53,AGSL,VS2,G,Very good,63.9,Medium,,7.19X7.21x4.6,Very good,Botswana,Round,Very good,57,4,,"$15,235","$22,035","$6,800",45%
5404,1.53,AGSL,VS2,D,Excellent,,Medium,,7.39x7.42x4.56,Excellent,Australia,Round,Excellent,59,2,,"$21,081","$25,404","$4,323",21%
5406,1.24,AGSL,SI2,H,Very good,63,None,,6.8x6.72x4.26,Very good,South Africa,Round,Very good,59,2,,"$7,189","$9,938","$2,749",38%
5408,0.9,AGSL,SI2,E,Very good,63.7,,,6.07x6.02x3.85,Excellent,Russia,Radiant,Very good,,3,,"$4,467","$6,840","$2,373",53%
5417,3.09,AGSL,SI2,K,Excellent,,Faint,,9.31x9.37x5.79,Excellent,Botswana,Princess,Excellent,57,2,,"$34,163","$36,560","$2,397",7%
5431,1.54,AGSL,SI1,D,Excellent,62.3,Faint,,7.42x7.38x4.61,Excellent,Angola,Radiant,Excellent,56,4,,"$17,447","$25,123","$7,676",44%
5432,1.54,AGSL,SI1,I,Excellent,,None,,7.33x7.38x4.61,Excellent,DR Congo,Round,Excellent,,4,,"$13,707","$17,358","$3,651",27%
5438,1.54,AGSL,VS2,H,Very good,59.9,None,FALSE,7.61x7.55x4.54,Very good,South Africa,Round,Good,58,4,,"$14,929","$20,885","$5,956",40%
5440,3.03,,SI2,G,Excellent,,Faint,,9.21x9.25x5.8,Excellent,Russia,Emerald,Excellent,58,2,,"$39,471","$57,635","$18,164",46%
5446,1.28,AGSL,VS2,L,Excellent,61.5,None,,6.94x6.96x4.28,Excellent,Angola,Radiant,Excellent,,1,,"$6,492","$9,002","$2,510",39%
5447,1.28,AGSL,SI1,I,Excellent,60.4,,,7.04x7.06x4.26,Excellent,Angola,Pear,Excellent,,2,,"$9,221","$7,431","-$1,790",-19%
5449,1.28,AGSL,SI1,H,Excellent,,Strong,,6.92x6.95*4.31,Excellent,Australia,Round,Excellent,56,2,,"$9,428","$15,831","$6,404",68%
5456,2.02,AGSL,SI1,I,Excellent,62.1,None,,8.08x8.11x5.03,Excellent,Zimbabwe,Round,Excellent,57,2,,"$18,922","$23,193","$4,271",23%
5462,3.41,AGSL,SI1,H,Very good,,Strong,,9.54x9.59x6,Excellent,Russia,Round,Excellent,57,2,,"$50,636","$56,305","$5,669",11%
5467,1.21,,SI2,H,Excellent,59.1,Medium,,6.96x7.01x4.13,Excellent,Angola,Round,Excellent,,3,,"$7,955","$13,181","$5,226",66%
5469,3.3,AGSL,SI1,H,Excellent,62.7,None,,9.45x9.5x5.94,Excellent,Australia,Round,Excellent,57,2,,"$52,901","$54,620","$1,720",3%
5486,3.25,AGSL,VS2,F,Excellent,61.8,,,9.5x9.56x5.89,Excellent,Russia,Round,Excellent,57,2,,"$110,139","$165,746","$55,607",50%
5491,0.96,AGSL,SI2,D,Excellent,62.4,Faint,,6.26x6.29x3.92,Very good,Russia,Princess,Excellent,57,3,,"$7,514","$11,080","$3,567",47%
5497,0.96,AGSL,SI2,F,Excellent,61.8,,,6.28x6.32x3.9,Excellent,Botswana,Princess,Excellent,59,2,,"$5,591","$8,903","$3,312",59%
5501,3.14,AGSL,VVS1,F,Excellent,62.3,None,,9.32x9.36x5.82,Excellent,DR Congo,Emerald,Excellent,58,2,,"$142,505","$211,908","$69,404",49%
5504,3.2,AGSL,SI2,J,Excellent,62.2,None,,9.38x9.44x5.85,Excellent,Botswana,Round,Excellent,57,2,,"$44,122","$53,606","$9,484",21%
5506,3.12,AGSL,SI1,H,Excellent,61.2,Strong,,9.38x9.43x5.76,Excellent,Canada,Round,Excellent,59,2,,"$47,164","$49,843","$2,679",6%
5508,3.14,AGSL,SI2,J,Excellent,,None,,9.33x9.38x5.84,Excellent,Russia,Pear,Excellent,56,2,,"$42,093","$53,902","$11,809",28%
5510,3.11,AGSL,VS2,I,Excellent,62.8,None,,9.27+9.33x5.84,Excellent,Russia,Round,Excellent,56,2,,"$56,372","$96,632","$40,260",71%
5511,0.69,AGSL,VVS2,J,Very good,,,,5.7x5.77x3.45,Good,Russia,Pear,Good,60,1,"$2,405","$2,187","$3,902","$1,716",78%
5513,3.16,AGSL,VS2,I,Excellent,61.6,,,9.39x9.42x5.79,Excellent,Russia,Round,Excellent,,2,,"$72,707","$119,396","$46,689",64%
5514,3.16,GemEx,VS2,H,Excellent,60.7,None,FALSE,9.51x9.55*5.78,Excellent,DR Congo,Round,Excellent,59,2,,"$96,674","$149,276","$52,602",54%
5516,3.16,AGSL,IF,D,Excellent,62.2,None,,9.37x9.41x5.84,Excellent,South Africa,Emerald,Excellent,,2,,"$283,542","$387,950","$104,408",37%
5518,1.56,,VS2,E,Excellent,60.7,Medium,,7.52x7.54x4.57,Very good,Canada,Round,Excellent,56,4,,"$23,360","$35,145","$11,785",50%
5519,1.56,GemEx,SI1,F,Excellent,,Strong,,7.41x7.42x4.63,Excellent,South Africa,Round,Excellent,,2,,"$16,325","$23,148","$6,823",42%
5530,0.87,AGSL,VS2,D,Very good,58,,,6.33x6.4x3.69,Very good,Australia,Emerald,Very good,61,3,,"$10,966","$16,397","$5,431",50%
5531,0.43,AGSL,SI2,E,Very good,63.9,,,4.72x4.76x3.03,Excellent,Russia,Princess,Very good,56,1,,$969,"$1,417",$448,46%
5536,1.53,,SI2,I,Excellent,61,Strong,,7.43x7.39x4.52,Excellent,Russia,Round,Excellent,,1,,"$10,956","$15,858","$4,902",45%
5547,1.24,AGSL,VVS2,I,Excellent,59.7,None,,7.01x7.03x4.19,Excellent,Russia,Round,Very good,60,2,,"$10,470","$13,764","$3,294",31%
5551,1.09,AGSL,SI2,E,Excellent,62.4,None,,6.57x6.59x4.1,Excellent,Botswana,Emerald,Excellent,,1,,"$7,299","$10,380","$3,081",42%
5555,1.24,AGSL,SI1,I,Very good,59,Strong,,6.98x7.06x4.14,Very good,Russia,Round,Very good,64,2,,"$7,790","$10,904","$3,114",40%
5559,1.23,AGSL,VS1,J,Very good,64.2,Medium,,6.67x6.7x4.29,Excellent,Russia,Round,Excellent,,4,,"$8,853","$11,265","$2,412",27%
5560,1.23,AGSL,VS1,J,Excellent,,Faint,,6.83x6.86x4.27,Excellent,Angola,Round,Excellent,56,2,,"$7,509","$8,653","$1,144",15%
5564,0.71,AGSL,SI1,E,Excellent,62,Faint,FALSE,5.68x5.72x3.54,Excellent,Botswana,Round,Excellent,56,2,,"$3,510","$5,009","$1,499",43%
5566,1.01,,VS2,J,Excellent,61.4,Medium,,6.41x6.51x3.97,Very good,Russia,Radiant,Very good,59,1,,"$5,833","$9,039","$3,206",55%
5567,1.01,AGSL,I1,G,Excellent,60.5,Faint,,6.5x6.52x3.94,Excellent,Canada,Princess,Excellent,,2,,"$5,803","$9,870","$4,068",70%
5569,0.56,AGSL,SI1,G,Excellent,62.7,None,,5.23x5.26x3.29,Excellent,Canada,Round,Excellent,,1,,"$1,696","$2,517",$821,48%
5572,2.01,AGSL,SI2,I,Very good,63.6,Faint,,8.01x7.96x5.08,Very good,Australia,Round,Excellent,55,3,,"$19,879","$16,686","-$3,193",-16%
5577,0.91,AGSL,SI2,G,Very good,63.4,Medium,,6.14x6.18x3.9,Excellent,Russia,Radiant,Very good,54,2,,"$4,796","$7,188","$2,392",50%
5578,1.22,AGSL,SI1,G,Excellent,62.5,,,6.81x6.83x4.26,Excellent,Botswana,Princess,Excellent,55,2,,"$9,989","$15,089","$5,100",51%
5580,0.42,AGSL,VS2,I,Excellent,61.1,,,4.83x4.86x2.96,Excellent,South Africa,Round,Excellent,56,1,,$934,"$1,520",$586,63%
5582,0.42,AGSL,SI2,E,Excellent,62.3,Faint,,4.75x4.8x2.98,Very good,Australia,Round,Very good,,1,,"$1,020","$1,262",$242,24%
5589,1.22,AGSL,SI2,G,Very good,58.3,None,,6.99x7.01x4.09,Very good,Australia,Princess,Very good,,3,,"$7,068","$11,832","$4,764",67%
5597,2,AGSL,SI1,J,Very good,64.1,None,,7.83x7.95x5.06,Excellent,Botswana,Round,Very good,,2,,"$14,977","$21,181","$6,204",41%
5598,2,AGSL,SI2,J,Very good,,Strong,,7.79x7.85x5.05,Excellent,Russia,Round,Excellent,,2,,"$14,826","$16,372","$1,546",10%
5607,2.86,AGSL,VS1,M,Excellent,61.3,None,,9.07x9.13*5.58,Excellent,Russia,Emerald,Excellent,60,4,,"$29,841","$39,577","$9,737",33%
5612,0.67,AGSL,VS1,I,Very good,57.2,None,,5.78x5.87x3.33,Good,South Africa,Round,Good,60,2,,"$3,156","$3,262",$106,3%
5617,2.8,AGSL,VS1,I,Excellent,61.2,None,,9.08x9.11x5.56,Excellent,Russia,Round,Excellent,60,2,,"$48,838","$72,967","$24,129",49%
5619,0.81,AGSL,SI1,E,Excellent,62.1,None,FALSE,5.97x5.98x3.71,Excellent,Botswana,Round,Excellent,56,1,,"$4,681","$6,151","$1,470",31%
5622,0.81,AGSL,SI2,D,Excellent,62.2,Faint,,5.92x5.97x3.7,Excellent,South Africa,Round,Excellent,,1,,"$4,070","$6,729","$2,659",65%
5627,0.81,AGSL,SI1,G,Very good,62.4,Faint,,5.97x5.94x3.72,Excellent,Russia,Radiant,Excellent,58,1,,"$4,355","$5,464","$1,110",25%
5634,1.21,AGSL,VS1,G,Excellent,61.7,Faint,,6.82x6.86x4.22,Excellent,Russia,Round,Excellent,58,2,,"$11,376","$16,275","$4,900",43%
5635,1.21,AGSL,SI2,E,Excellent,62.6,Faint,,6.77x6.81x4.25,Excellent,Russia,Princess,Excellent,,2,,"$9,729","$14,910","$5,182",53%
5637,1.21,AGSL,SI1,I,Excellent,60.4,None,,6.87x6.91x4.16,Excellent,Russia,Round,Excellent,59,2,,"$7,949","$12,634","$4,685",59%
5639,1.21,AGSL,SI2,D,Excellent,62.2,Faint,,6.83x6.85x4.25,Excellent,Russia,Round,Excellent,55,3,,"$11,545","$13,853","$2,308",20%
5642,1.21,AGSL,SI2,J,Excellent,62.5,None,,6.81x6.83x4.26,Excellent,Russia,Round,Excellent,,3,,"$7,066","$10,471","$3,406",48%
5645,2.7,AGSL,VS1,I,Excellent,62.6,Faint,,8.86x8.91x5.56,Excellent,Australia,Oval,Excellent,56,2,,"$37,970","$59,192","$21,222",56%
5652,1.93,AGSL,SI1,G,Very good,,None,,7.9x7.93x4.95,Excellent,Botswana,Round,Excellent,58,2,,"$20,957","$31,064","$10,107",48%
5660,0.5,AGSL,SI2,F,Very good,62.8,None,,5.02x5.05x3.16,Very good,Russia,Round,Excellent,60,1,,"$1,450","$2,012",$562,39%
5661,0.5,AGSL,SI1,F,Very good,63.3,None,,5x5.03x3.17,Very good,Canada,Round,Excellent,,2,,"$1,682","$2,271",$589,35%
